2020年03月01日罗马天气,小雨,16℃,87% 非常潮湿
2020年03月02日罗马天气,大雨,17℃,90% 非常潮湿
2020年03月03日罗马天气,暴雨,13℃,74% 
2020年03月04日罗马天气,小雨,15℃,83% 非常潮湿
2020年03月05日罗马天气,阴,15℃,84% 非常潮湿
2020年03月06日罗马天气,大雨,15℃,90% 非常潮湿
2020年03月07日罗马天气,中雨,16℃,82% 非常潮湿
2020年03月08日罗马天气,多云,15℃,79% 非常潮湿
2020年03月09日罗马天气,小雨,14℃,81% 非常潮湿
2020年03月10日罗马天气,阴,15℃,83% 非常潮湿
2020年03月11日罗马天气,多云,18℃,79% 非常潮湿
2020年03月12日罗马天气,多云,19℃,84% 非常潮湿
2020年03月13日罗马天气,阴,18℃,85% 非常潮湿
2020年03月14日罗马天气,阴,18℃,89% 非常潮湿
2020年03月15日罗马天气,小雨,18℃,87% 非常潮湿
2020年03月16日罗马天气,多云,18℃,73% 潮湿
2020年03月17日罗马天气,阴,19℃,84% 非常潮湿
2020年03月18日罗马天气,阴,20℃,84% 非常潮湿
2020年03月19日罗马天气,晴,20℃,83% 非常潮湿
2020年03月20日罗马天气,多云,19℃,74% 
2020年03月21日罗马天气,阴,20℃,77% 非常潮湿
2020年03月22日罗马天气,小雨,19℃,81% 非常潮湿
2020年03月23日罗马天气,阴,15℃,79% 非常潮湿
2020年03月24日罗马天气,阴,11℃,63% 潮湿
2020年03月25日罗马天气,阴,13℃,76% 非常潮湿
2020年03月26日罗马天气,中雨,17℃,74% 潮湿
2020年03月27日罗马天气,小雨,16℃,79% 非常潮湿
2020年03月28日罗马天气,小雨,18℃,92% 非常潮湿
2020年03月29日罗马天气,小雨,18℃,88% 非常潮湿
2020年03月30日罗马天气,阴,18℃,88% 非常潮湿
2020年03月31日罗马天气,阴,15℃,88% 非常潮湿
2020年04月01日罗马天气,多云,12℃,60% 湿润
2020年04月02日罗马天气,多云,13℃,77% 非常潮湿
2020年04月03日罗马天气,阴,17℃,79% 非常潮湿
2020年04月04日罗马天气,晴,19℃,77% 非常潮湿
2020年04月05日罗马天气,多云,19℃,70% 潮湿
2020年04月06日罗马天气,阴,21℃,71% 潮湿
2020年04月07日罗马天气,小雨,21℃,84% 非常潮湿
2020年04月08日罗马天气,中雨,19℃,88% 非常潮湿
2020年04月09日罗马天气,中雨,21℃,82% 非常潮湿
2020年04月10日罗马天气,晴,21℃,87% 非常潮湿
2020年04月11日罗马天气,晴,23℃,80% 非常潮湿
2020年04月12日罗马天气,晴,22℃,77% 非常潮湿
2020年04月13日罗马天气,阴,21℃,68% 潮湿
2020年04月14日罗马天气,阴,13℃,58% 湿润
2020年04月15日罗马天气,晴,15℃,62% 潮湿
2020年04月16日罗马天气,多云,16℃,64% 潮湿
2020年04月17日罗马天气,阴,17℃,59% 湿润
2020年04月18日罗马天气,阴,16℃,60% 湿润
2020年04月19日罗马天气,阴,15℃,66% 潮湿
2020年04月23日罗马天气,中雨,22℃,91% 非常潮湿
2020年04月24日罗马天气,晴,22℃,85% 非常潮湿
2020年04月25日罗马天气,多云,21℃,82% 非常潮湿
2020年04月26日罗马天气,阴,22℃,84% 非常潮湿
2020年04月27日罗马天气,晴,23℃,80% 非常潮湿
2020年04月28日罗马天气,小雨,21℃,84% 非常潮湿
2020年04月29日罗马天气,小雨,20℃,86% 非常潮湿
2020年04月30日罗马天气,阴,22℃,82% 非常潮湿
2020年05月01日罗马天气,小雨,21℃,77% 非常潮湿
2020年05月02日罗马天气,阴,24℃,85% 非常潮湿
2020年05月03日罗马天气,多云,25℃,81% 非常潮湿
2020年05月04日罗马天气,晴,23℃,77% 非常潮湿
2020年05月05日罗马天气,阴,24℃,69% 潮湿
2020年05月06日罗马天气,阴,25℃,84% 非常潮湿
2020年05月07日罗马天气,小雨,24℃,87% 非常潮湿
2020年05月08日罗马天气,阴,24℃,81% 非常潮湿
2020年05月09日罗马天气,阴,25℃,75% 
2020年05月10日罗马天气,阴,25℃,61% 
2020年05月11日罗马天气,小雨,23℃,71% 潮湿
2020年05月12日罗马天气,小雨,24℃,76% 非常潮湿
2020年05月13日罗马天气,中雨,28℃,75% 
2020年05月14日罗马天气,中雨,30℃,72% 潮湿
2020年05月15日罗马天气,阴,25℃,84% 非常潮湿
2020年05月16日罗马天气,阴,29℃,60% 湿润
2020年05月17日罗马天气,小雨,29℃,83% 非常潮湿
2020年05月18日罗马天气,小雨,32℃,72% 潮湿
2020年05月19日罗马天气,中雨,25℃,86% 非常潮湿
2020年05月20日罗马天气,大雨,22℃,86% 非常潮湿
2020年05月21日罗马天气,阴,26℃,74% 潮湿
2020年05月22日罗马天气,多云,28℃,68% 潮湿
2020年05月23日罗马天气,多云,28℃,68% 潮湿
2020年05月24日罗马天气,阴,27℃,71% 潮湿
2020年05月25日罗马天气,小雨,26℃,86% 非常潮湿
2020年05月26日罗马天气,多云,27℃,84% 非常潮湿
2020年05月27日罗马天气,晴,25℃,61% 潮湿
2020年05月28日罗马天气,阴,26℃,68% 潮湿
2020年05月29日罗马天气,中雨,22℃,83% 非常潮湿
2020年05月30日罗马天气,大雨,22℃,90% 非常潮湿
2020年05月31日罗马天气,小雨,25℃,85% 非常潮湿
2020年06月01日罗马天气,多云,25℃,82% 非常潮湿
2020年06月02日罗马天气,阴,28℃,78% 非常潮湿
2020年06月03日罗马天气,多云,26℃,80% 非常潮湿
2020年06月04日罗马天气,小雨,25℃,74% 潮湿
2020年06月05日罗马天气,大暴雨,23℃,86% 非常潮湿
2020年06月06日罗马天气,晴,28℃,85% 非常潮湿
2020年06月07日罗马天气,小雨,27℃,78% 非常潮湿
2020年06月08日罗马天气,暴雨,27℃,76% 非常潮湿
2020年06月09日罗马天气,大暴雨,25℃,85% 非常潮湿
2020年06月10日罗马天气,大暴雨,24℃,79% 非常潮湿
2020年06月11日罗马天气,大暴雨,25℃,77% 非常潮湿
2020年06月12日罗马天气,大暴雨,25℃,82% 非常潮湿
2020年06月13日罗马天气,大暴雨,24℃,84% 非常潮湿
2020年06月14日罗马天气,中雨,25℃,82% 非常潮湿
2020年06月15日罗马天气,小雨,26℃,86% 非常潮湿
2020年06月16日罗马天气,大雨,26℃,84% 非常潮湿
2020年06月17日罗马天气,中雨,26℃,85% 非常潮湿
2020年06月18日罗马天气,多云,26℃,85% 非常潮湿
2020年06月19日罗马天气,阴,27℃,82% 非常潮湿
2020年06月20日罗马天气,多云,29℃,81% 非常潮湿
2020年06月21日罗马天气,阴,30℃,75% 
2020年06月22日罗马天气,多云,31℃,73% 潮湿
2020年06月23日罗马天气,晴,32℃,63% 潮湿
2020年06月24日罗马天气,晴,33℃,63% 潮湿
2020年06月25日罗马天气,晴,31℃,56% 湿润
2020年06月26日罗马天气,晴,33℃,65% 潮湿
2020年06月27日罗马天气,晴,34℃,63% 潮湿
2020年06月28日罗马天气,阴,35℃,61% 
2020年06月29日罗马天气,晴,32℃,72% 潮湿
2020年06月30日罗马天气,晴,31℃,75% 
2020年07月01日罗马天气,晴,33℃,76% 非常潮湿
2020年07月02日罗马天气,晴,34℃,76% 非常潮湿
2020年07月03日罗马天气,小雨,35℃,74% 
2020年07月04日罗马天气,大雨,33℃,77% 非常潮湿
2020年07月05日罗马天气,晴,34℃,79% 非常潮湿
2020年07月06日罗马天气,晴,35℃,67% 潮湿
2020年07月07日罗马天气,晴,35℃,65% 潮湿
2020年07月08日罗马天气,晴,33℃,70% 潮湿
2020年07月09日罗马天气,晴,35℃,74% 潮湿
2020年07月10日罗马天气,晴,35℃,59% 湿润
2020年07月11日罗马天气,多云,33℃,78% 非常潮湿
2020年07月12日罗马天气,晴,34℃,72% 潮湿
2020年07月13日罗马天气,小雨,33℃,66% 潮湿
2020年07月14日罗马天气,阴,31℃,59% 湿润
2020年07月15日罗马天气,小雨,29℃,72% 潮湿
2020年07月16日罗马天气,多云,32℃,79% 非常潮湿
2020年07月17日罗马天气,阴,30℃,76% 非常潮湿
2020年07月18日罗马天气,大雨,31℃,76% 非常潮湿
2020年07月19日罗马天气,晴,33℃,57% 湿润
2020年07月20日罗马天气,晴,33℃,67% 潮湿
2020年07月21日罗马天气,晴,35℃,66% 潮湿
2020年07月22日罗马天气,多云,36℃,58% 湿润
2020年07月23日罗马天气,晴,35℃,77% 非常潮湿
2020年07月24日罗马天气,晴,33℃,66% 潮湿
2020年07月25日罗马天气,晴,36℃,80% 非常潮湿
2020年07月26日罗马天气,多云,34℃,61% 
2020年07月27日罗马天气,晴,36℃,66% 潮湿
2020年07月28日罗马天气,晴,36℃,58% 湿润
2020年07月29日罗马天气,晴,36℃,59% 湿润
2020年07月30日罗马天气,晴,39℃,63% 潮湿
2020年07月31日罗马天气,晴,39℃,56% 湿润
2020年08月01日罗马天气,晴,40℃,58% 湿润
2020年08月02日罗马天气,晴,36℃,73% 潮湿
2020年08月03日罗马天气,多云,32℃,73% 潮湿
2020年08月04日罗马天气,多云,30℃,59% 湿润
2020年08月05日罗马天气,阴,33℃,69% 潮湿
2020年08月06日罗马天气,晴,32℃,74% 
2020年08月07日罗马天气,多云,35℃,71% 潮湿
2020年08月08日罗马天气,晴,36℃,63% 潮湿
2020年08月09日罗马天气,多云,37℃,62% 潮湿
2020年08月10日罗马天气,晴,37℃,55% 湿润
2020年08月11日罗马天气,晴,36℃,59% 湿润
2020年08月12日罗马天气,晴,36℃,55% 湿润
2020年08月13日罗马天气,晴,37℃,64% 潮湿
2020年08月14日罗马天气,晴,33℃,80% 非常潮湿
2020年08月15日罗马天气,晴,38℃,83% 非常潮湿
2020年08月16日罗马天气,多云,36℃,67% 潮湿
2020年08月17日罗马天气,阴,35℃,79% 非常潮湿
2020年08月18日罗马天气,阴,35℃,83% 非常潮湿
2020年08月19日罗马天气,多云,34℃,73% 潮湿
2020年08月20日罗马天气,晴,35℃,68% 潮湿
2020年08月21日罗马天气,晴,37℃,65% 潮湿
2020年08月22日罗马天气,晴,36℃,57% 湿润
2020年08月23日罗马天气,晴,27℃,58% 湿润
2020年08月24日罗马天气,晴,27℃,67% 潮湿
2020年08月25日罗马天气,晴,26℃,62% 潮湿
2020年08月26日罗马天气,晴,27℃,70% 潮湿
2020年08月27日罗马天气,晴,30℃,46% 湿润
2020年08月28日罗马天气,雨,25℃,70% 潮湿
2020年03月01日纽约天气,阴,6℃,58% 湿润
2020年03月02日纽约天气,雨,10℃,77% 非常潮湿
2020年03月03日纽约天气,中雨,11℃,94% 非常潮湿
2020年03月04日纽约天气,大雨,9℃,88% 非常潮湿
2020年03月05日纽约天气,小雨,7℃,76% 非常潮湿
2020年03月06日纽约天气,小雨,7℃,83% 非常潮湿
2020年03月07日纽约天气,大雪,7℃,90% 非常潮湿
2020年03月08日纽约天气,晴,10℃,58% 湿润
2020年03月09日纽约天气,阴,14℃,71% 潮湿
2020年03月10日纽约天气,小雨,13℃,83% 非常潮湿
2020年03月11日纽约天气,中雨,9℃,74% 潮湿
2020年03月12日纽约天气,雨,7℃,93% 非常潮湿
2020年03月13日纽约天气,暴雨,14℃,98% 非常潮湿
2020年03月14日纽约天气,阴,9℃,63% 潮湿
2020年03月15日纽约天气,小雨,7℃,76% 非常潮湿
2020年03月16日纽约天气,阴,6℃,74% 
2020年03月17日纽约天气,中雨,10℃,95% 非常潮湿
2020年03月18日纽约天气,阴,7℃,67% 潮湿
2020年03月19日纽约天气,大暴雨,9℃,97% 非常潮湿
2020年03月20日纽约天气,中雨,17℃,98% 非常潮湿
2020年03月21日纽约天气,阴,12℃,67% 潮湿
2020年03月22日纽约天气,阴,5℃,76% 非常潮湿
2020年03月23日纽约天气,大暴雨,8℃,94% 非常潮湿
2020年03月24日纽约天气,阴,9℃,82% 非常潮湿
2020年03月25日纽约天气,小雨,7℃,84% 非常潮湿
2020年03月26日纽约天气,多云,8℃,78% 非常潮湿
2020年03月27日纽约天气,小雨,12℃,90% 非常潮湿
2020年03月28日纽约天气,大雨,11℃,97% 非常潮湿
2020年03月29日纽约天气,暴雨,11℃,99% 非常潮湿
2020年03月30日纽约天气,小雨,12℃,91% 非常潮湿
2020年03月31日纽约天气,中雨,7℃,90% 非常潮湿
2020年04月01日纽约天气,阴,9℃,79% 非常潮湿
2020年04月02日纽约天气,阴,10℃,70% 潮湿
2020年04月03日纽约天气,中雨,10℃,83% 非常潮湿
2020年04月04日纽约天气,大雨,10℃,86% 非常潮湿
2020年04月05日纽约天气,大雨,11℃,87% 非常潮湿
2020年04月06日纽约天气,阴,13℃,77% 非常潮湿
2020年04月07日纽约天气,大雨,11℃,91% 非常潮湿
2020年04月08日纽约天气,暴雨,15℃,94% 非常潮湿
2020年04月09日纽约天气,暴雨,13℃,98% 非常潮湿
2020年04月10日纽约天气,大暴雨,16℃,98% 非常潮湿
2020年04月11日纽约天气,大暴雨,10℃,61% 潮湿
2020年04月12日纽约天气,多云,14℃,62% 潮湿
2020年04月13日纽约天气,阴,13℃,72% 潮湿
2020年04月14日纽约天气,小雨,10℃,93% 非常潮湿
2020年04月15日纽约天气,多云,10℃,64% 潮湿
2020年04月16日纽约天气,多云,9℃,68% 潮湿
2020年04月17日纽约天气,阴,12℃,89% 非常潮湿
2020年04月18日纽约天气,阴,15℃,90% 非常潮湿
2020年04月19日纽约天气,阴,8℃,61% 
2020年04月22日纽约天气,多云,10℃,57% 湿润
2020年04月23日纽约天气,小雨,8℃,93% 非常潮湿
2020年04月24日纽约天气,大暴雨,9℃,96% 非常潮湿
2020年04月25日纽约天气,阴,10℃,83% 非常潮湿
2020年04月26日纽约天气,暴雨,11℃,95% 非常潮湿
2020年04月27日纽约天气,中雨,9℃,86% 非常潮湿
2020年04月28日纽约天气,小雨,12℃,74% 潮湿
2020年04月29日纽约天气,小雨,11℃,87% 非常潮湿
2020年04月30日纽约天气,大雨,13℃,95% 非常潮湿
2020年05月01日纽约天气,暴雨,14℃,96% 非常潮湿
2020年05月02日纽约天气,阴,18℃,73% 潮湿
2020年05月03日纽约天气,大雨,19℃,91% 非常潮湿
2020年05月04日纽约天气,小雨,16℃,77% 非常潮湿
2020年05月05日纽约天气,阴,13℃,63% 潮湿
2020年05月06日纽约天气,小雨,12℃,85% 非常潮湿
2020年05月07日纽约天气,雨,15℃,75% 
2020年05月08日纽约天气,中雨,12℃,93% 非常潮湿
2020年05月09日纽约天气,暴雪,8℃,78% 非常潮湿
2020年05月10日纽约天气,多云,14℃,63% 潮湿
2020年05月11日纽约天气,中雨,13℃,81% 非常潮湿
2020年05月12日纽约天气,多云,13℃,71% 潮湿
2020年05月13日纽约天气,多云,14℃,63% 潮湿
2020年05月14日纽约天气,多云,14℃,80% 非常潮湿
2020年05月15日纽约天气,小雨,22℃,87% 非常潮湿
2020年05月16日纽约天气,阴,19℃,79% 非常潮湿
2020年05月17日纽约天气,阴,13℃,85% 非常潮湿
2020年05月18日纽约天气,阴,14℃,83% 非常潮湿
2020年05月19日纽约天气,阴,15℃,73% 潮湿
2020年05月20日纽约天气,阴,12℃,67% 潮湿
2020年05月21日纽约天气,多云,12℃,85% 非常潮湿
2020年05月22日纽约天气,小雨,15℃,96% 非常潮湿
2020年05月23日纽约天气,大雨,16℃,99% 非常潮湿
2020年05月24日纽约天气,小雨,13℃,90% 非常潮湿
2020年05月25日纽约天气,小雨,15℃,94% 非常潮湿
2020年05月26日纽约天气,多云,16℃,96% 非常潮湿
2020年05月27日纽约天气,阴,17℃,95% 非常潮湿
2020年05月28日纽约天气,小雨,17℃,97% 非常潮湿
2020年05月29日纽约天气,大雨,20℃,96% 非常潮湿
2020年05月30日纽约天气,中雨,22℃,90% 非常潮湿
2020年05月31日纽约天气,晴,18℃,70% 潮湿
2020年06月01日纽约天气,多云,19℃,64% 潮湿
2020年06月02日纽约天气,阴,17℃,70% 潮湿
2020年06月03日纽约天气,大雨,23℃,85% 非常潮湿
2020年06月04日纽约天气,中雨,23℃,83% 非常潮湿
2020年06月05日纽约天气,暴雨,20℃,97% 非常潮湿
2020年06月06日纽约天气,中雨,25℃,96% 非常潮湿
2020年06月07日纽约天气,阴,22℃,71% 潮湿
2020年06月08日纽约天气,阴,21℃,70% 潮湿
2020年06月09日纽约天气,多云,21℃,77% 非常潮湿
2020年06月10日纽约天气,阴,19℃,82% 非常潮湿
2020年06月11日纽约天气,大雨,19℃,85% 非常潮湿
2020年06月12日纽约天气,中雨,18℃,92% 非常潮湿
2020年06月13日纽约天气,多云,21℃,67% 潮湿
2020年06月14日纽约天气,多云,18℃,77% 非常潮湿
2020年06月15日纽约天气,阴,18℃,82% 非常潮湿
2020年06月16日纽约天气,阴,19℃,79% 非常潮湿
2020年06月17日纽约天气,阴,18℃,92% 非常潮湿
2020年06月18日纽约天气,小雨,19℃,95% 非常潮湿
2020年06月19日纽约天气,小雨,21℃,95% 非常潮湿
2020年06月20日纽约天气,中雨,22℃,89% 非常潮湿
2020年06月21日纽约天气,阴,23℃,86% 非常潮湿
2020年06月22日纽约天气,小雨,24℃,87% 非常潮湿
2020年06月23日纽约天气,小雨,25℃,87% 非常潮湿
2020年06月24日纽约天气,大雨,26℃,87% 非常潮湿
2020年06月25日纽约天气,小雨,24℃,74% 潮湿
2020年06月26日纽约天气,小雨,27℃,78% 非常潮湿
2020年06月27日纽约天气,小雨,26℃,76% 非常潮湿
2020年06月28日纽约天气,小雨,27℃,85% 非常潮湿
2020年06月29日纽约天气,中雨,26℃,76% 非常潮湿
2020年06月30日纽约天气,多云,23℃,80% 非常潮湿
2020年07月01日纽约天气,大雨,24℃,80% 非常潮湿
2020年07月02日纽约天气,大雨,26℃,76% 非常潮湿
2020年07月03日纽约天气,中雨,27℃,90% 非常潮湿
2020年07月04日纽约天气,大雨,24℃,93% 非常潮湿
2020年07月05日纽约天气,阴,27℃,80% 非常潮湿
2020年07月06日纽约天气,暴雨,27℃,84% 非常潮湿
2020年07月07日纽约天气,中雨,26℃,92% 非常潮湿
2020年07月08日纽约天气,阴,26℃,83% 非常潮湿
2020年07月09日纽约天气,小雨,25℃,89% 非常潮湿
2020年07月10日纽约天气,大暴雨,26℃,93% 非常潮湿
2020年07月11日纽约天气,大雨,27℃,86% 非常潮湿
2020年07月12日纽约天气,小雨,28℃,77% 非常潮湿
2020年07月13日纽约天气,中雨,28℃,78% 非常潮湿
2020年07月14日纽约天气,多云,27℃,67% 潮湿
2020年07月15日纽约天气,多云,25℃,83% 非常潮湿
2020年07月16日纽约天气,阴,22℃,81% 非常潮湿
2020年07月17日纽约天气,小雨,27℃,85% 非常潮湿
2020年07月18日纽约天气,中雨,28℃,78% 非常潮湿
2020年07月19日纽约天气,多云,28℃,77% 非常潮湿
2020年07月20日纽约天气,中雨,31℃,83% 非常潮湿
2020年07月21日纽约天气,阴,28℃,72% 潮湿
2020年07月22日纽约天气,中雨,27℃,85% 非常潮湿
2020年07月23日纽约天气,小雨,30℃,78% 非常潮湿
2020年07月24日纽约天气,暴雨,28℃,75% 非常潮湿
2020年07月25日纽约天气,阴,27℃,80% 非常潮湿
2020年07月26日纽约天气,阴,31℃,80% 非常潮湿
2020年07月27日纽约天气,阴,31℃,73% 潮湿
2020年07月28日纽约天气,雨,31℃,75% 非常潮湿
2020年07月29日纽约天气,小雨,30℃,76% 非常潮湿
2020年07月30日纽约天气,阴,31℃,67% 潮湿
2020年07月31日纽约天气,暴雨,27℃,89% 非常潮湿
2020年08月01日纽约天气,阴,26℃,81% 非常潮湿
2020年08月02日纽约天气,中雨,29℃,86% 非常潮湿
2020年08月03日纽约天气,中雨,30℃,71% 潮湿
2020年08月04日纽约天气,大雨,26℃,84% 非常潮湿
2020年08月05日纽约天气,晴,28℃,82% 非常潮湿
2020年08月06日纽约天气,雨,24℃,73% 潮湿
2020年08月07日纽约天气,暴雨,22℃,92% 非常潮湿
2020年08月08日纽约天气,中雨,23℃,90% 非常潮湿
2020年08月09日纽约天气,多云,25℃,88% 非常潮湿
2020年08月10日纽约天气,晴,27℃,87% 非常潮湿
2020年08月11日纽约天气,小雨,25℃,86% 非常潮湿
2020年08月12日纽约天气,中雨,27℃,88% 非常潮湿
2020年08月13日纽约天气,大雨,25℃,87% 非常潮湿
2020年08月14日纽约天气,阴,24℃,86% 非常潮湿
2020年08月15日纽约天气,阴,23℃,85% 非常潮湿
2020年08月16日纽约天气,大暴雨,23℃,94% 非常潮湿
2020年08月17日纽约天气,大暴雨,27℃,95% 非常潮湿
2020年08月18日纽约天气,阴,25℃,73% 潮湿
2020年08月19日纽约天气,阴,23℃,76% 非常潮湿
